,app_name,Apple Genre,Apple Rating,Apple Reviews,Google Genre,Google Rating,Google Reviews
0,B&H Kids AR,Book,3.25,92,BOOKS_AND_REFERENCE,3.9,286
1,Ebook Reader,Book,3.7375,480,BOOKS_AND_REFERENCE,4.1,85842
2,M+,Book,4.82012,1123,NEWS_AND_MAGAZINES,4.9,198
3,M+,Lifestyle,0.0,0,NEWS_AND_MAGAZINES,4.9,198
4,M+,Productivity,0.0,0,NEWS_AND_MAGAZINES,4.9,198
5,Mad Libs,Entertainment,4.1828,2697,FAMILY,4.0,8126
6,A+ Mobile,Finance,4.64564,3598,FINANCE,3.9,730
7,K PLUS,Finance,2.625,136,FINANCE,4.4,124424
8,K PLUS,Finance,2.625,136,FINANCE,4.4,124324
9,BA Pro Financial Calculator,Finance,0.0,0,FINANCE,2.4,36
10,Learn Artificial Intelligence,Education,4.33333,6,FAMILY,4.6,27
11,M-Files,Business,4.0,4,BUSINESS,4.4,236
12,Facebook Ads Manager,Business,3.96938,5094,BUSINESS,4.1,19023
13,Facebook Ads Manager,Business,3.96938,5094,BUSINESS,4.1,19051
14,Facebook Face to Face Events,Business,4.0,4,BUSINESS,4.4,4518
15,DC Public Library,Book,4.3,10,BOOKS_AND_REFERENCE,4.2,20
16,CA Auth ID,Business,1.0,2,TOOLS,3.8,39
17,CA DMV,Business,3.05215,326,TOOLS,4.2,5463
18,CA Mobile OTP,Business,3.0,8,TOOLS,3.3,688
19,Kids A-Z,Education,3.68158,5185,FAMILY,4.2,26426
20,EGW Writings,Reference,4.19663,178,BOOKS_AND_REFERENCE,4.7,24278
21,EGW Writings,Reference,0.0,0,BOOKS_AND_REFERENCE,4.7,24278
22,EGW Writings 2,Reference,4.64112,1644,BOOKS_AND_REFERENCE,4.7,6547
23,CA Service Management,Business,2.0,1,BUSINESS,3.4,91
24,Visuelles Wörterbuch Audio-App,Education,2.8,10,FAMILY,3.1,192
25,AE Bulletins,Reference,4.76389,216,BOOKS_AND_REFERENCE,4.5,14
26,Q MINDshare Mobile,Business,4.0,4,BUSINESS,3.4,24
27,Q-See Plus,Utilities,1.7,70,VIDEO_PLAYERS,2.2,32
28,Q-See QC View,Utilities,1.82712,295,TOOLS,3.1,657
29,Q-See QT View,Utilities,2.98156,3580,TOOLS,3.6,7357
30,R+F PULSE,Business,4.0,49,BUSINESS,3.4,58
31,WiFi FPV,Book,2.75,8,FAMILY,3.8,316
32,AJ Academy: Amazing Animals,Education,4.35625,160,FAMILY,4.5,1564
33,Marvel Unlimited,Book,4.7961,48282,COMICS,3.7,22551
34,English Audio Books - Librivox,Book,4.41026,39,FAMILY,4.0,10773
35,Florida - Pocket Brainbook,Reference,3.69231,13,BOOKS_AND_REFERENCE,4.6,7
36,Nighty Night Circus,Education,4.13558,59,FAMILY,4.3,382
37,Chapters: Interactive Stories,Games,4.43355,95055,GAME,4.5,73539
38,Al Quran (Tafsir & by Word),Book,4.82265,2825,BOOKS_AND_REFERENCE,4.8,57400
39,Al Quran Indonesia,Reference,4.87374,198,BOOKS_AND_REFERENCE,4.8,445756
40,Google Play Books,Book,4.52886,9078,BOOKS_AND_REFERENCE,3.9,1433233
41,English Hindi Dictionary,Education,5.0,1,BOOKS_AND_REFERENCE,4.4,384368
42,NOOK Audiobooks,Book,2.73333,45,BOOKS_AND_REFERENCE,3.5,2539
43,U.S. Bank,Finance,4.78179,1182224,FINANCE,4.1,70782
44,W Box VMS,Business,4.0,14,VIDEO_PLAYERS,1.9,105
45,W Box VMS HD,Business,1.0,1,VIDEO_PLAYERS,2.5,24
46,"Alizay, pirate girl",Book,4.66667,3,FAMILY,4.5,197
47,Wowkwis aq Ka'qaquj,Education,1.0,1,FAMILY,5.0,1
48,Bible,Reference,4.90797,7181127,BOOKS_AND_REFERENCE,4.7,2440695
49,Bible,Reference,0.0,0,BOOKS_AND_REFERENCE,4.7,2440695
50,Safe Ag Systems™,Business,0.0,0,BUSINESS,4.7,3
51,Bible KJV,Book,4.83979,8133,BOOKS_AND_REFERENCE,4.5,42729
52,ODTMobile,Utilities,2.2,5,BUSINESS,3.4,15
53,Amazon Kindle,Book,4.84643,3233670,BOOKS_AND_REFERENCE,4.2,814080
54,Amazon Kindle,Book,4.84643,3233670,BOOKS_AND_REFERENCE,4.2,814151
55,Bank of America Mobile Banking,Finance,4.82062,3227999,FINANCE,4.4,341090
56,CJ Fallon eBook Reader,Education,0.0,0,FAMILY,1.9,76
57,DK 15 Minute Language Course,Education,2.6,55,FAMILY,2.8,21
58,Mail1Click - Secure Mail,Productivity,5.0,1,COMMUNICATION,4.1,255
59,Banorte Movil,Finance,4.19444,1728,FINANCE,4.1,111632
60,"KAYAK Flights, Hotels & Cars",Travel,4.80548,293819,TRAVEL_AND_LOCAL,4.5,216388
61,Navy Federal Credit Union,Finance,4.83981,154339,FINANCE,4.4,43313
62,EB-Link,Business,5.0,6,BUSINESS,4.8,6
63,Ebenezer AH,Business,3.66667,3,MEDICAL,4.0,4
64,Zenefits,Business,4.28326,233,BUSINESS,4.2,296
65,Barcode Scanner,Utilities,0.0,0,LIBRARIES_AND_DEMO,4.2,3945
66,DB Stay Connected,Business,5.0,3,BUSINESS,4.6,17
67,Pediatric Nursing,Education,0.0,0,MEDICAL,4.9,14
68,CL REPL,Education,5.0,9,TOOLS,5.0,47
69,Branch,Developer Tools,0.0,0,FINANCE,4.6,69973
70,FB Live,Business,5.0,1,BUSINESS,3.7,27
71,Speed Reading,Lifestyle,2.33333,6,EDUCATION,4.6,10611
72,Speed Reading,Education,0.0,0,EDUCATION,4.6,10611
73,Mirror,Developer Tools,0.0,0,LIFESTYLE,4.1,367505
74,Nedbank Money,Finance,4.43335,1853,FINANCE,4.2,6076
75,HCP Anywhere,Productivity,4.2,5,BUSINESS,4.7,114
76,Quotes,Business,0.0,0,LIBRARIES_AND_DEMO,4.4,58
77,B y H Niños ES,Education,2.04999,20,BOOKS_AND_REFERENCE,4.6,53
78,FD e-paper,News,3.66667,3,NEWS_AND_MAGAZINES,3.1,183
79,F-Sim Space Shuttle,Games,4.59194,794,FAMILY,4.4,5427
80,ReadyOp DT,Utilities,3.0,2,COMMUNICATION,4.6,8
81,JOBS.bg,Business,4.81159,69,BUSINESS,4.4,1630
82,I am Dentist - Save my Teeth,Games,4.08302,265,FAMILY,4.3,7443
83,NEMA ei,Business,5.0,8,BUSINESS,5.0,4
84,My Little Pony: Story Creator,Education,3.98778,491,FAMILY,4.2,11002
85,AAFP,Medical,4.43605,516,MEDICAL,3.8,63
86,ZOOM Cloud Meetings,Business,4.57988,2040151,BUSINESS,4.4,31614
87,IKO,Finance,4.81654,1657,FINANCE,4.7,167168
88,EdiRange,Business,1.83333,12,TOOLS,3.0,736
89,Daily K-Talk,Education,3.0,4,FAMILY,4.3,264
90,BBC News,News,4.63507,69314,NEWS_AND_MAGAZINES,4.3,296781
91,Q Wunder,Education,4.71584,183,FAMILY,3.8,156
92,NetClient CS,Business,2.19014,142,BUSINESS,3.5,125
93,EF App,Business,0.0,0,BUSINESS,5.0,8
94,EF Forms,Productivity,0.0,0,BUSINESS,5.0,2
95,EF Teacher,Education,0.0,0,FAMILY,3.1,16
96,Samsung SMART CAMERA App,Business,1.52113,284,PHOTOGRAPHY,4.0,34753
97,AV Phonetics,Education,4.83333,6,FAMILY,4.3,259
98,Daniel Tiger for Parents,Education,3.89766,342,PARENTING,4.7,247
99,R Instructor,Reference,5.0,3,FAMILY,4.1,135
100,Kimbrough AH,Business,4.33333,3,MEDICAL,5.0,5
101,Websites.co.in Instant Website,Business,0.0,0,BUSINESS,4.3,327
102,Sabbath School 4,Education,2.80444,450,FAMILY,4.3,2871
103,B-Messenger Video Chat,Social Networking,3.875,80,SOCIAL,4.1,12495
104,CA Lottery Official App,Entertainment,4.78336,178122,FAMILY,4.2,7000
105,EK Bailey Preaching Conference,Business,5.0,3,EVENTS,5.0,3
106,Radiology CT Viewer,Medical,4.16667,12,MEDICAL,3.6,35
107,UPS Mobile,Business,4.41536,31546,BUSINESS,3.9,23243
108,Who am I? (Biblical),Games,3.66667,9,GAME,4.5,5849
109,ABC Kids - Tracing & Phonics,Education,0.0,0,FAMILY,4.5,36606
110,EB Mobile,Education,5.0,1,FAMILY,1.7,1172
111,Safe Santa Fe,Education,4.33333,3,FAMILY,5.0,2
112,Navi Radiography Pro,Medical,2.6,5,MEDICAL,4.7,11
113,Wells Fargo Mobile,Finance,4.84314,6275778,FINANCE,4.4,250706
114,Wells Fargo Mobile,Finance,4.84314,6275778,FINANCE,4.4,250719
115,DB Train Simulator,Games,3.33333,15,FAMILY,3.7,6514
116,EC Calgary,Education,0.0,0,FAMILY,5.0,6
117,Sago Mini Babies,Education,4.50413,121,FAMILY,4.5,253
118,Sago Mini Big City,Education,4.02381,42,FAMILY,4.2,8
119,Sago Mini Friends,Education,4.17021,47,FAMILY,4.4,13155
120,Sago Mini Hat Maker,Education,4.5,8,EDUCATION,4.9,11
121,Indeed Job Search,Business,4.74927,1948402,BUSINESS,4.3,674730
122,Call of Mini™ Dino Hunter,Games,4.32724,5146,GAME,4.2,326042
123,Call of Mini™ Zombies 2,Games,4.29164,10616,GAME,4.4,248417
124,Paramedic Pocket Prep,Medical,4.69001,1842,MEDICAL,4.3,460
125,ABCmouse.com,Education,4.52094,599236,FAMILY,4.3,50887
126,Elkhart County 4-H Fair,Business,4.0,4,FAMILY,3.9,38
127,ADP Mobile Solutions,Business,4.69186,1945272,BUSINESS,4.3,85185
128,YouTube Kids,Entertainment,4.6739,1555165,ENTERTAINMENT,4.5,470089
129,YouTube Kids,Entertainment,4.6739,1555165,FAMILY,4.5,470694
130,YouTube Kids,Entertainment,4.6739,1555165,FAMILY,4.5,470713
131,YouTube Kids,Entertainment,4.6739,1555165,FAMILY,4.5,469851
132,VictronConnect,Business,0.0,0,TOOLS,3.8,400
133,Casa de Bolsa Bx+ Móvil,Finance,5.0,1,FINANCE,3.4,5
134,H*nest Meditation,Entertainment,4.67619,105,LIFESTYLE,4.9,145
135,I am Bread,Games,4.03254,1198,GAME,4.0,630
136,J-UFO,Photo & Video,2.9,10,FAMILY,3.5,339
137,J.ME Fly,Entertainment,4.0,3,FAMILY,3.9,28
138,I Am Wizard,Games,4.09999,10,FAMILY,4.2,1493
139,L.O.L. Surprise Ball Pop,Games,4.24324,1961,FAMILY,4.3,10088
140,I Know Stuff,Games,3.14286,7,GAME,4.2,214923
141,Cash App,Finance,4.74437,2013912,FINANCE,4.0,34428
142,Yuzu eReader,Education,4.47488,6071,FAMILY,1.9,250
143,Can Knockdown,Games,4.36517,2596,FAMILY,4.1,155649
144,Can Knockdown 3,Games,4.72222,342,GAME,4.1,349503
145,Khan Academy,Education,4.3681,36091,EDUCATION,4.6,85375
146,WhatsApp Business,Business,4.74655,286071,COMMUNICATION,4.4,136662
147,WhatsApp Business,Business,4.74655,286071,COMMUNICATION,4.4,137144
148,DG Mobile,Business,5.0,1,GAME,4.3,59
149,DG Surveyor,Business,0.0,0,BUSINESS,3.6,5
150,Mad Day - Truck Distance Game,Games,4.6746,126,GAME,4.3,29270
151,Learn alif ba ta,Education,5.0,1,FAMILY,4.8,23
152,Barbie Magical Fashion,Entertainment,4.41368,113792,FAMILY,4.0,328619
153,TAMAGO,Education,0.0,0,FAMILY,3.0,42515
154,NARUTO X BORUTO NINJA VOLTAGE,Games,4.67107,48035,GAME,4.4,267395
155,NASCAR MOBILE,Sports,4.67289,114590,SPORTS,4.2,80900
156,Egg,Games,4.48219,1572,FAMILY,2.9,72
157,Educational Games 4 Kids,Games,4.29412,17,FAMILY,4.3,11618
158,ING Banking,Finance,3.68254,126,FINANCE,4.4,39041
159,Dash Quest Heroes,Games,4.42553,2867,GAME,4.3,8432
160,Oracle BI Mobile,Business,2.23077,26,BUSINESS,4.0,282
161,Oracle CX Cloud Mobile,Business,3.83333,24,BUSINESS,4.4,48
162,SCB EASY,Finance,3.36364,88,FINANCE,4.2,112656
163,Learn Body Parts in English,Education,0.0,0,FAMILY,4.0,7243
164,Inches to Centimeters,Utilities,5.0,1,TOOLS,3.6,949
165,CB Bank Mobile Banking,Finance,3.22751,189,FINANCE,4.5,1308
166,CB Pay,Finance,3.6095,379,FINANCE,4.5,198
167,CB Trader,Finance,4.59999,5,FINANCE,4.7,11
168,CB-Mobile Banking,Finance,4.46875,96,FINANCE,4.5,96
169,Employ Florida Mobile,Business,2.66667,15,BUSINESS,2.9,97
170,Wifi Action Camera,Business,2.28571,7,PHOTOGRAPHY,2.9,118
171,Nature Sounds,Entertainment,4.625,8,LIFESTYLE,4.8,28588
172,Candy Crush Saga,Games,4.70856,2177394,GAME,4.4,22426677
173,Candy Crush Saga,Games,4.70856,2177394,GAME,4.4,22428456
174,Candy Crush Saga,Games,4.70856,2177394,GAME,4.4,22429716
175,Candy Crush Saga,Games,4.70856,2177394,GAME,4.4,22430188
176,Candy Crush Saga,Games,4.70856,2177394,FAMILY,4.4,22419455
177,Have your say on Europe,Education,5.0,1,COMMUNICATION,3.8,19
178,PBS KIDS Games,Education,3.89943,5230,FAMILY,4.3,12919
179,PBS KIDS Video,Education,4.194,20273,EDUCATION,4.2,36212
180,PBS KIDS Video,Education,4.194,20273,FAMILY,4.2,36214
181,Eh Volevi!,Entertainment,1.0,1,FAMILY,3.9,1619
182,Last Shelter: Survival,Games,3.95033,13893,GAME,4.4,93033
183,Ei Samay - Bengali News Paper,News,3.38095,21,NEWS_AND_MAGAZINES,4.3,20620
184,Oración CX,Lifestyle,0.0,0,LIFESTYLE,5.0,103
185,Navy Gunner Shoot War 3D,Games,3.0,9,GAME,4.0,103199
186,Ag PhD Field Guide,Reference,2.71429,7,BOOKS_AND_REFERENCE,4.1,114
187,NBA JAM by EA SPORTS™,Games,3.5428,3119,FAMILY,4.3,56444
188,NBC Sports,Sports,4.53985,316075,SPORTS,3.1,78442
189,NCAA March Madness Live,Sports,4.71091,393130,SPORTS,4.1,34123
190,Unit Converter,Utilities,0.0,0,TOOLS,4.5,85387
191,Unit Converter,Utilities,2.0,7,TOOLS,4.5,85387
192,PAC-MAN,Games,4.18804,21813,GAME,4.2,685981
193,PAC-MAN,Games,4.18804,21813,GAME,4.2,685450
194,Background Changer & Eraser,Photo & Video,4.45098,51,PHOTOGRAPHY,4.0,2076
195,T-Mobile Tuesdays,Lifestyle,4.76886,294469,LIFESTYLE,4.0,53144
196,Oggy,Games,3.84746,59,GAME,4.5,49971
197,I'm Ping Pong King :),Games,4.82656,21402,SPORTS,4.4,29864
198,Ohio State Fair 4-H,Entertainment,3.5,2,FAMILY,3.0,4
199,EF English Live Business,Education,4.08333,12,FAMILY,3.6,496
200,Endress+Hauser Operations,Business,3.66667,3,BUSINESS,4.5,234
201,Gardenscapes,Games,4.64278,981264,GAME,4.6,4128732
202,Gardenscapes,Games,4.64278,981264,GAME,4.6,4129665
203,Ice Cream Jump,Games,4.36897,748,FAMILY,4.2,141363
204,Journal Club: Medicine,Medical,4.51639,122,MEDICAL,4.8,216
205,Family Guy The Quest for Stuff,Games,4.11876,12201,GAME,4.0,995002
206,EF Smart English,Education,4.26471,34,FAMILY,3.7,150
207,Acupuncture Assistant,Education,4.8,5,MEDICAL,4.5,492
208,BC Connect,Education,3.45455,11,FAMILY,3.8,11
209,BC Navigator,Education,2.5,34,FAMILY,4.4,21
210,Financial Times,News,4.80494,11899,NEWS_AND_MAGAZINES,4.2,27104
211,Deck Heroes: Legacy,Games,3.46721,122,GAME,4.7,466495
212,Painting By Numbers,Games,4.45455,11,FAMILY,4.1,213
213,VisualCV Resume Builder,Business,4.24,75,BUSINESS,4.6,2555
214,Next Gen Science Standards,Education,2.30645,62,EDUCATION,4.3,206
215,Wireless BP,Business,2.07143,14,MEDICAL,1.8,30
216,Dictionary,Education,0.0,0,BOOKS_AND_REFERENCE,4.5,264260
217,Direct Express®,Finance,4.61754,4139,FINANCE,4.5,6156
218,Talking Angela,Entertainment,3.79636,46498,ENTERTAINMENT,3.7,1828284
219,Fantastic Chefs: Match 'n Cook,Games,4.70787,1448,FAMILY,4.7,8600
220,Happy Birthday Songs Offline,Music,0.0,0,EVENTS,4.4,464
221,Talking Ben the Dog,Entertainment,4.30877,23282,ENTERTAINMENT,4.3,1633682
222,Talking Ben the Dog,Entertainment,4.30877,23282,FAMILY,4.3,1633565
223,Hello Kitty Lunchbox,Entertainment,4.36674,4169,FAMILY,4.2,51838
224,Hello Kitty Nail Salon,Entertainment,4.33572,3768,GAME,4.2,369203
225,Hello Kitty Nail Salon,Entertainment,4.33572,3768,FAMILY,4.2,369378
226,Talking Ginger,Entertainment,4.12003,25527,FAMILY,4.2,1752017
227,Talking Ginger 2,Entertainment,4.30884,43503,ENTERTAINMENT,4.2,702975
228,Hello Stars,Games,4.58844,187758,GAME,4.6,101686
229,BG Advisor™,Reference,4.85714,7,TOOLS,4.4,7
230,BG Products,Reference,5.0,4,AUTO_AND_VEHICLES,4.8,4
231,SAT Vocabulary,Education,4.0,7,EDUCATION,4.2,642
232,University of Alabama,Education,3.04762,21,FAMILY,4.5,302
233,Remind: School Communication,Education,4.77321,1009309,EDUCATION,4.5,108613
234,University of Florida,Education,1.46667,30,FAMILY,4.0,168
235,Bi en Línea,Finance,4.64987,814,FINANCE,4.0,5055
236,BI Office,Business,5.0,1,BUSINESS,4.0,76
237,BI SmartLINK,Business,3.03627,193,BUSINESS,3.6,16
238,Learn English with Phrases,Education,1.0,1,EDUCATION,4.2,5695
239,TAXLANDIA,Games,2.875,8,FAMILY,1.9,141
240,Resume App,Productivity,4.44444,63,BUSINESS,4.4,11310
241,KDRAMA Amino for K-Drama Fans,Social Networking,4.65972,144,SOCIAL,4.6,4046
242,JW Library,Reference,4.80985,30657,BOOKS_AND_REFERENCE,4.9,922752
243,Farm Heroes Saga,Games,4.5786,67114,GAME,4.4,7614130
244,Farm Heroes Saga,Games,4.5786,67114,GAME,4.4,7614271
245,Farm Heroes Saga,Games,4.5786,67114,GAME,4.4,7614415
246,Farm Heroes Saga,Games,4.5786,67114,GAME,4.4,7614407
247,Farm Heroes Saga,Games,4.5786,67114,FAMILY,4.4,7615646
248,HESI A2 Pocket Prep,Medical,4.72917,5472,MEDICAL,4.3,2108
249,SCS eC,Business,0.0,0,PRODUCTIVITY,4.4,7
250,LEGO Batman: DC Super Heroes,Games,4.01273,3222,FAMILY,4.2,2557
251,Epson iProjection,Productivity,1.76224,143,PRODUCTIVITY,3.5,3930
252,AE FreeCell,Games,4.5,2,GAME,4.2,358
253,AE GTO Racing,Games,3.25,12,GAME,3.9,6988
254,AE Jewels,Games,4.34884,43,GAME,4.2,960
255,AE Lucky Fishing,Games,4.34117,85,GAME,4.3,18277
256,AE Solitaire,Games,4.28829,111,GAME,4.3,1776
257,AE Spider Solitaire,Games,4.7037,162,GAME,4.5,17263
258,AE Sudoku,Games,3.56,25,FAMILY,4.3,2171
259,AE Video Poker,Games,3.75,4,GAME,4.0,721
260,Mahjong,Games,4.53603,26129,FAMILY,4.5,33983
261,Canvas FL,Lifestyle,5.0,9,FAMILY,4.9,36
262,Canvas Student,Education,4.65418,2147317,EDUCATION,4.5,42828
263,Farming Simulator 14,Games,4.1268,2224,FAMILY,4.5,530854
264,Farming Simulator 14,Games,4.1268,2224,FAMILY,4.5,530904
265,Learn German: Die Bienenretter,Education,4.66667,6,FAMILY,4.0,25
266,LEGO® TV,Entertainment,3.69126,366,ENTERTAINMENT,3.7,17247
267,LEGO® TV,Entertainment,3.69126,366,FAMILY,3.7,17250
268,Voice Changer,Entertainment,4.159,239,FAMILY,4.1,138050
269,Desperate Housewives: The Game,Games,4.28399,1905,FAMILY,4.2,10440
270,Volvo CE Insider,Productivity,4.66667,6,BUSINESS,4.2,45
271,Wikipedia,Reference,4.45773,3738,BOOKS_AND_REFERENCE,4.4,577550
272,Leo and Tig,Entertainment,4.57843,816,FAMILY,4.5,47644
273,MediaFire,Productivity,4.3045,1133,PRODUCTIVITY,4.1,71432
274,Jetpack Joyride,Games,4.6963,62648,GAME,4.4,4638163
275,Jetpack Joyride,Games,4.6963,62648,GAME,4.4,4637439
276,AfterFocus,Photo & Video,3.2029,69,PHOTOGRAPHY,4.2,165224
277,Barbie™ Fashion Closet,Entertainment,4.17492,7575,GAME,4.1,68057
278,Barbie™ Fashion Closet,Entertainment,4.17492,7575,FAMILY,4.1,68286
279,Local Services ads by Google,Business,2.91935,62,BUSINESS,4.1,7
280,Agar.io,Games,4.56601,169221,GAME,4.2,3816799
281,Agar.io,Games,4.56601,169221,GAME,4.2,3815614
282,Voxer Walkie Talkie Messenger,Business,2.99749,1197,COMMUNICATION,4.3,230564
283,Harkins Theatres,Entertainment,3.29167,96,ENTERTAINMENT,4.3,1511
284,Agenda EF,Education,1.0,1,FAMILY,3.4,79
285,Major Mayhem,Games,4.75771,4734,GAME,4.6,520962
286,Harry Potter: Hogwarts Mystery,Games,4.7018,1031861,GAME,4.4,1107310
287,Harry Potter: Hogwarts Mystery,Games,4.7018,1031861,GAME,4.4,1107197
288,GMAT Math Flashcards,Education,4.81738,1265,EDUCATION,4.4,1769
289,DG TV,Entertainment,0.0,0,NEWS_AND_MAGAZINES,5.0,3
290,Invasive Alien Species Europe,Education,0.0,0,FAMILY,4.5,13
291,Operate Now: Hospital,Games,4.5144,86511,FAMILY,4.3,254861
292,Phonics Puzzles,Education,5.0,1,FAMILY,3.8,4
293,DH-UFO,Entertainment,0.0,0,FAMILY,5.0,1
294,TED,Education,4.62472,8338,EDUCATION,4.6,181893
295,TED,Education,4.62472,8338,FAMILY,4.6,181961
296,Radio Javan,Music,4.79093,729185,ENTERTAINMENT,4.4,46916
297,Ah! Coins,Games,4.66667,3,GAME,3.4,256
298,School of Dragons,Games,4.34211,20663,FAMILY,4.1,530792
299,Google Ads,Business,4.5387,1292,BUSINESS,4.3,29313
300,Google Ads,Business,4.5387,1292,BUSINESS,4.3,29331
301,Google Analytics,Business,4.6833,5166,BUSINESS,4.5,78662
302,Disciple Maker’s (DM) Lab,Education,0.0,0,FAMILY,5.0,3
303,Google My Business,Business,4.6353,33255,BUSINESS,4.4,70991
304,Google Primer,Business,4.86278,1851,BUSINESS,4.4,62272
305,Google Sheets,Productivity,4.78247,917573,PRODUCTIVITY,4.3,496399
306,Google Sheets,Productivity,4.78247,917573,PRODUCTIVITY,4.3,496397
307,Google Slides,Productivity,4.62931,229095,PRODUCTIVITY,4.2,244567
308,DN,News,2.88889,9,NEWS_AND_MAGAZINES,3.3,78
309,EMT Review Plus,Medical,3.77419,31,MEDICAL,4.5,199
310,Hay Day,Games,4.67719,390852,FAMILY,4.5,10053186
311,Empire Z: Endless War,Games,3.5379,409,FAMILY,4.2,367951
312,Discovery Church Florida,Lifestyle,4.88889,9,LIFESTYLE,4.7,40
313,Rider,Business,0.0,0,GAME,4.5,655067
314,Rider,Business,0.0,0,GAME,4.5,655145
315,Rider,Games,4.30785,30050,GAME,4.5,655067
316,Rider,Games,4.30785,30050,GAME,4.5,655145
317,Maleficent Free Fall,Games,4.60691,10237,FAMILY,4.4,450013
318,Endless Numbers,Education,4.34848,792,FAMILY,4.4,2952
319,RightNow English Conversation,Education,5.0,2,FAMILY,4.0,5118
320,Master E.K,Education,0.0,0,FAMILY,5.0,90
321,Endless Ducker,Games,4.22179,1037,GAME,4.5,8193
322,USMLE Step 2 CK Flashcards,Education,5.0,2,FAMILY,5.0,1
323,Airplane Fly Hawaii,Games,4.32617,791,FAMILY,4.1,83427
324,Google Arts & Culture,Education,4.68651,133716,FAMILY,3.7,24137
325,Google Classroom,Education,1.51968,2113858,EDUCATION,4.2,69493
326,Google Classroom,Education,1.51968,2113858,EDUCATION,4.2,69498
327,AJ Jump: Animal Jam Kangaroos!,Games,3.49254,201,GAME,4.4,2975
328,Piano Kids - Music & Songs,Entertainment,2.0,1,FAMILY,4.6,46741
329,Injustice 2,Games,4.64736,129891,GAME,4.3,504765
330,Injustice: Gods Among Us,Games,4.75551,186198,GAME,4.4,2440877
331,PBA® Bowling Challenge,Games,4.65143,92199,SPORTS,4.3,242096
332,Digg,News,1.56028,564,NEWS_AND_MAGAZINES,3.9,6105
333,DK Quiz,Games,4.43356,143,GAME,4.4,1628
334,DK Virtual Reality,Reference,3.5,10,FAMILY,3.7,42
335,AK Math Coach,Education,5.0,1,FAMILY,3.6,283
336,Flybook,Shopping,0.0,0,BOOKS_AND_REFERENCE,3.9,1778
337,Bible with EGW Comments,Reference,3.86391,169,BOOKS_AND_REFERENCE,4.7,3776
338,Chenoweth AH,Business,2.5,2,MEDICAL,5.0,1
339,English Dictionary - Offline,Reference,4.29847,392,BOOKS_AND_REFERENCE,4.4,341157
340,English Dictionary - Offline,Reference,4.29847,392,BOOKS_AND_REFERENCE,4.4,341234
341,Al Jazeera English,News,4.14688,1171,NEWS_AND_MAGAZINES,4.1,24456
342,Al Mayadeen,News,3.80198,101,NEWS_AND_MAGAZINES,4.7,13620
343,RoboPad,Education,0.0,0,FAMILY,4.6,41
344,Inside Out Thought Bubbles,Games,4.0279,6343,FAMILY,4.4,623398
345,Episode - Choose Your Story,Games,4.67598,2334130,GAME,4.3,1841061
346,Episode - Choose Your Story,Games,4.67598,2334130,FAMILY,4.3,1842381
347,Equestria Girls,Games,4.08025,2106,FAMILY,4.3,392596
348,Equestria Girls,Games,4.08025,2106,FAMILY,4.3,392819
349,Learn to Speak English,Education,4.55556,18,EDUCATION,4.4,33646
350,Thumbnail Maker,Business,4.55802,2783,PHOTOGRAPHY,4.4,26252
351,Pinkalicious Party,Games,3.02857,35,FAMILY,3.0,2
352,ES Remote,Entertainment,2.24561,57,FAMILY,3.3,707
353,Helix,Games,3.92632,95,GAME,3.9,2454
354,Helix,Games,4.65517,29,GAME,3.9,2454
355,Helix,Medical,5.0,2,GAME,3.9,2454
356,FC Barcelona Official App,Sports,4.74844,3375,SPORTS,4.6,92522
357,Mandala Coloring Book,Entertainment,3.06061,33,ART_AND_DESIGN,4.6,4326
358,Planning Center Services,Business,3.809,1089,PRODUCTIVITY,4.3,5157
359,Batmobile™ R/C Controller,Entertainment,2.60241,166,FAMILY,3.7,452
360,DQT GPS,Business,5.0,2,BUSINESS,4.0,3
361,DIRECTV,Entertainment,4.71476,1172393,FAMILY,4.1,235486
362,Roll Call News,News,2.88889,18,NEWS_AND_MAGAZINES,3.7,24
363,Battleheart Legacy,Games,4.68377,857,FAMILY,4.6,7420
364,Bloomberg Professional,Finance,3.6988,332,FINANCE,4.1,3334
365,Investigation Discovery GO,Entertainment,4.76539,37855,ENTERTAINMENT,4.5,12216
366,Lily & Leo - Crazy Circus Day,Games,4.0,25,FAMILY,3.6,8091
367,DreamTrips,Travel,4.68649,555,TRAVEL_AND_LOCAL,4.7,9971
368,Disaster Will Strike,Games,4.48276,58,FAMILY,4.5,14692
369,IQ Test,Utilities,0.0,0,PRODUCTIVITY,4.2,1623
370,IQ Test,Games,0.0,0,PRODUCTIVITY,4.2,1623
371,Wordscapes,Games,4.86505,660940,GAME,4.8,230710
372,Wordscapes,Games,4.86505,660940,GAME,4.8,230727
373,Wordscapes,Games,4.86505,660940,GAME,4.8,230849
374,Dr. Panda Art Class,Education,3.75,16,FAMILY,4.2,1013
375,Dr. Panda Farm,Education,3.95833,48,FAMILY,4.1,265
376,Dr. Panda Hospital,Education,4.01835,109,FAMILY,4.4,1091
377,Dr. Panda Restaurant 2,Education,4.04087,318,FAMILY,4.3,3725
378,Dr. Panda Restaurant 3,Education,3.99181,1221,FAMILY,4.2,11126
379,Dr. Panda Supermarket,Education,4.06329,79,FAMILY,4.2,1357
380,Dr. Panda Town: Vacation,Education,4.10553,1990,FAMILY,3.8,10366
381,Dr. Parking 4,Games,4.25908,1513,GAME,4.4,475369
